Serie;id;Nombre;2013;2014;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;
Municipios;1723;Villalbilla;1.118,53;1.143,53;1.181,90;1.227,76;1.251,18;1.289,50;1.322,39;1.358,60;1.390,70;1.476,44;1.475,63;1.539,46;
Municipios;1739;Villamanrique de Tajo;799,44;813,31;822,46;826,53;838,82;865,76;897,84;907,90;928,90;1.014,30;1.053,59;1.141,91;
Municipios;1744;Villamanta;863,44;889,71;958,49;960,08;977,85;1.010,53;1.029,95;1.044,60;1.058,50;1.131,51;1.136,10;1.192,93;
Municipios;1757;Villamantilla;933,19;947,46;1.006,10;1.046,00;1.068,65;1.089,24;1.109,22;1.162,80;1.165,40;1.266,88;1.331,66;1.387,34;
Municipios;1782;Villanueva de Perales;942,57;925,25;920,75;983,52;1.010,22;1.033,22;1.033,74;1.058,30;1.074,50;1.105,32;1.112,79;1.173,68;
Municipios;1760;Villanueva de la Cañada;1.210,43;1.249,47;1.309,90;1.345,82;1.349,72;1.385,49;1.435,30;1.469,30;1.490,20;1.584,21;1.585,08;1.655,03;
Municipios;1776;Villanueva del Pardillo;1.050,48;1.076,01;1.130,94;1.141,07;1.158,99;1.207,92;1.255,54;1.281,50;1.292,00;1.384,68;1.376,44;1.442,66;
Municipios;1795;Villar del Olmo;993,48;1.005,65;1.092,05;1.095,02;1.114,29;1.163,72;1.186,28;1.247,30;1.265,00;1.347,21;1.349,78;1.416,30;
Municipios;1809;Villarejo de Salvanés;867,53;889,13;909,26;923,06;934,29;971,61;1.010,29;1.030,30;1.048,80;1.124,01;1.134,42;1.188,80;
Municipios;1816;Villaviciosa de Odón;1.165,73;1.196,06;1.241,34;1.267,59;1.287,12;1.326,53;1.373,14;1.399,70;1.425,80;1.507,81;1.515,04;1.580,03;
Municipios;1821;Villavieja del Lozoya;740,94;750,32;799,50;823,14;937,04;970,38;1.018,45;1.051,10;1.047,70;983,28;1.045,96;1.140,95;
Municipios;1837;Zarzalejo;854,63;874,70;919,04;916,23;951,71;989,41;1.049,10;1.064,70;1.082,40;1.140,18;1.152,32;1.229,39;
