newdevelopment_commercialname,ad_id,ad_haslift,distance,property_area,ad_latitude,adstats_savedasfavorite,adstats_visits,ad_flatlocation,ad_propertytype,ad_urlactive,property_builtdate,estate_cadastralroot,address_certainty,ad_builttype,ad_hasboxroom,ad_typology,ad_state,ad_postalcode,ad_area,property_cadastralreference,ad_modificationdate,ad_layerlocation,ad_streetnumber,ad_hasswimmingpool,newdevelopment_averageprice,censustract_id,ad_price,adstats_contactsbyemail,ad_town,ad_floornumber,censustract_town_id,newdevelopment_fromprice,property_use,id,cadastral_certainty,ad_subtypology,layerlocation_population,ad_roomnumber,ad_longitude,ad_addressvisible,ad_province,ad_streettype,adstats_sendtofriend,layerlocation_area,ad_unitprice,ad_hasparkingspace,ad_activationdate,adstats_daysonmarket,ad_streetname,ad_deactivationdate,ad_urlinactive,ad_operation,ad_bathnumber
,103068417,,587,,40.3446807,4,923,,1,https://www.idealista.com/103068417,,,0,3,,2,3,28609,113,,19/01/2024,0-EU-ES-28-03-009-175,,,,2817501001,147200,8,Villamantilla,,28175,,,37084647,0,0,1242,1,-4.1300719,2,Madrid,Calle,0,0.23563432253875,1302.65,,04/11/2023,42,del Romeral,16/12/2023,https://www.idealista.com/data/app/cid/RWpjN1pCaU9ncHFGOUVYTnhOYmxtZz09,1,1
,102171993,,648,288,40.3430094,70,2031,,1,https://www.idealista.com/102171993,2003,,100,3,,2,4,28609,288,,15/12/2023,0-EU-ES-28-03-009-175,,,,2817501001,299900,12,Villamantilla,,28175,,V,36263095,75,4,1242,5,-4.127723,2,Madrid,Desconocida,0,0.23563432253875,1041.32,,28/07/2023,139,Romeral,15/12/2023,https://www.idealista.com/data/app/cid/d0FEdWJxVUZZODVUL0c5RkJ1aE5qZz09,1,3
,98150838,,716,186,40.3445428,55,2299,,1,https://www.idealista.com/98150838,1999,4167510VK0646N,100,3,True,2,4,28609,295,4167510VK0646N0001TE,08/08/2023,0-EU-ES-28-03-009-175,20,True,,2817501001,360000,27,Villamantilla,,28175,,V,32628430,75,4,1242,4,-4.130467,1,Madrid,Calle,0,0.23563432253875,1220.34,True,03/07/2022,401,del Molino,08/08/2023,https://www.idealista.com/data/app/cid/bXBXZnFqUmFOazdpN3FkZWh1cnJUdz09,1,3
,91012398,,914,242,40.3474631,9,55,,1,https://www.idealista.com/91012398,2007,,71,3,True,2,4,28609,296,,15/10/2023,0-EU-ES-28-03-009-175,,True,,2817501001,270000,1,Villamantilla,,28175,,V,25823105,75,2,1242,4,-4.1301338,3,Madrid,,0,0.23563432253875,912.16,True,17/09/2020,1123,,15/10/2023,https://www.idealista.com/data/app/cid/MTFya2Y1Vng3Ukk5blpaK1R2cW1uUT09,1,2
,102769341,,917,242,40.3453512,27,449,,1,https://www.idealista.com/102769341,2007,,100,3,False,2,4,28609,242,,02/11/2023,0-EU-ES-28-03-009-175,,True,,2817501001,340000,2,Villamantilla,bj,28175,,V,36810037,75,0,1242,4,-4.129359,2,Madrid,Calle,0,0.23563432253875,1404.96,False,05/10/2023,28,fresno,02/11/2023,https://www.idealista.com/data/app/cid/WlVzYmVHMldxUWVNYTVWQkNselpKUT09,1,3
,101706725,,933,,40.3455985,92,1950,,1,https://www.idealista.com/101706725,2020,,100,3,False,2,4,28609,160,,18/10/2023,0-EU-ES-28-03-009-175,,False,,2817501001,289000,15,Villamantilla,,28175,,,35838152,75,4,1242,4,-4.1287263,3,Madrid,,0,0.23563432253875,1806.25,True,12/06/2023,127,,18/10/2023,https://www.idealista.com/data/app/cid/UDViVkh5Um9qZGh5USt1MmZMaWRvdz09,1,3
,102874318,,976,307,40.3468402,17,470,,1,https://www.idealista.com/102874318,2007,4170706VK0646N,100,3,False,2,4,28609,250,4170706VK0646N0001RE,09/11/2023,0-EU-ES-28-03-009-175,2,False,,2817501001,435000,10,Villamantilla,,28175,,V,36906465,75,4,1242,4,-4.1293938,1,Madrid,Paseo,0,0.23563432253875,1740,False,16/10/2023,23,de los Chopos,09/11/2023,https://www.idealista.com/data/app/cid/VWduY0tYUDF4L2k1dkttd2pzR3VZQT09,1,3
,101844938,,1176,,40.3485158,85,2442,,1,https://www.idealista.com/101844938,2006,4372902VK0647S,100,3,True,2,4,28609,214,,26/08/2023,0-EU-ES-28-03-009-175,4,False,,2817501001,259900,11,Villamantilla,,28175,,,35963715,100,3,1242,4,-4.1281345,1,Madrid,Calle,1,0.23563432253875,1214.49,True,25/06/2023,61,Arce,26/08/2023,https://www.idealista.com/data/app/cid/ZW9wWTRHcXZHQ3hzK0NmYUttamF6Zz09,1,4
,102338997,,1185,216,40.3494724,12,208,,1,https://www.idealista.com/102338997,2006,,100,3,True,2,4,28609,216,,23/11/2023,0-EU-ES-28-03-009-175,,True,,2817501001,319900,0,Villamantilla,,28175,,V,36415582,75,3,1242,3,-4.1285025,2,Madrid,Calle,0,0.23563432253875,1481.02,True,21/08/2023,22,Olivo,13/09/2023,https://www.idealista.com/data/app/cid/cDdNOXY5bkM4VTd2U0N6Mk1nN04wdz09,1,3
,102039135,,1185,,40.3480613,21,779,,1,https://www.idealista.com/102039135,,,,3,True,2,4,28609,216,,14/11/2023,0-EU-ES-28-03-009-175,,True,,2817501001,319900,0,Villamantilla,,28175,,,102039135,,3,1242,3,-4.1265907,2,Madrid,Calle,0,0.23563432253875,1481.02,True,13/07/2023,123,Olivo,14/11/2023,https://www.idealista.com/data/app/cid/aE1nQnNWTzcyanNLb3l6RWdCMFlwUT09,1,3
,102228631,,1239,136,40.3494026,27,362,,1,https://www.idealista.com/102228631,2006,,100,3,True,2,4,28609,136,,23/11/2023,0-EU-ES-28-03-009-175,,,,2817501001,236900,3,Villamantilla,,28175,,V,36316054,75,4,1242,3,-4.1251704,2,Madrid,Calle,0,0.23563432253875,1741.91,,04/08/2023,4,Arce,08/08/2023,https://www.idealista.com/data/app/cid/aU1meFBvZkQ0dzFTWkRHRzlvRHF0UT09,1,3
,101631260,,1239,136,40.3494564,100,1944,,1,https://www.idealista.com/101631260,2006,,100,3,True,2,4,28609,136,,05/09/2023,0-EU-ES-28-03-009-175,,False,,2817501001,236900,10,Villamantilla,,28175,,V,35769174,75,4,1242,3,-4.128221,2,Madrid,Calle,2,0.23563432253875,1741.91,,03/06/2023,94,Arce,05/09/2023,https://www.idealista.com/data/app/cid/ZWhvTm9XS2dDL2hSR24ySFZCWnp4Zz09,1,3
